sweep,parameter,parameter_value,scenario,seed,country,strategy,survived,survival_turns,death_cause,final_population,peak_population,final_territory,peak_territory,territory_share,dominant,attacks_made,attacks_suffered,battles_won,cells_conquered,cells_lost,cells_explored,casualties,contacts,pacts_formed,pacts_broken,pacts_lapsed,trade_turns,non_aggression_turns,alliance_turns,unions_absorbed
map_width,map_width,8,sweep_map_width_8,32,retaliation-1,retaliation,0,125,conquered,0,7380,0,12,0.0,0,20,21,2,2,14,11,6238,2,2,0,1,108,0,0,0
map_width,map_width,8,sweep_map_width_8,32,random-1,random,0,60,collapsed,0,291,0,18,0.0,0,44,37,10,10,21,15,713,3,2,0,1,21,0,0,0
map_width,map_width,8,sweep_map_width_8,33,peace-1,peace,0,39,conquered,0,138,0,10,0.0,0,0,34,0,0,16,15,161,4,4,0,1,49,1,0,0
map_width,map_width,8,sweep_map_width_8,33,switzerland-1,switzerland,0,164,conquered,0,13120,0,13,0.0,0,0,26,0,0,13,12,7283,4,5,0,1,287,89,0,0
map_width,map_width,8,sweep_map_width_8,33,hegemony-1,hegemony,1,164,,30291,30291,64,64,1.0,1,137,86,76,76,22,9,7670,4,2,0,2,145,0,0,0
map_width,map_width,8,sweep_map_width_8,33,retaliation-1,retaliation,0,127,collapsed,0,1618,0,26,0.0,0,102,94,31,31,44,13,4112,4,5,0,2,141,88,0,0
map_width,map_width,8,sweep_map_width_8,33,random-1,random,0,36,conquered,0,177,0,11,0.0,0,24,23,2,2,14,11,274,4,2,0,2,8,0,0,0
map_width,map_width,8,sweep_map_width_8,34,peace-1,peace,0,22,conquered,0,109,0,5,0.0,0,0,20,0,0,16,15,77,2,1,0,1,6,0,0,0
map_width,map_width,8,sweep_map_width_8,34,switzerland-1,switzerland,1,300,,2200,2200,2,13,0.0312,0,0,31,0,0,13,14,450,3,4,0,2,303,266,0,0
map_width,map_width,8,sweep_map_width_8,34,hegemony-1,hegemony,0,132,collapsed,0,2157,0,32,0.0,0,129,104,50,50,47,3,6036,4,2,0,2,38,0,0,0
map_width,map_width,8,sweep_map_width_8,34,retaliation-1,retaliation,1,300,,68151,68151,62,62,0.9688,1,99,77,53,53,17,25,3898,3,4,0,2,335,266,0,0
map_width,map_width,8,sweep_map_width_8,34,random-1,random,0,46,conquered,0,332,0,16,0.0,0,33,29,10,10,20,9,457,4,3,0,3,16,0,0,0
map_width,map_width,8,sweep_map_width_8,35,peace-1,peace,0,105,conquered,0,799,0,14,0.0,0,0,32,0,0,17,16,1086,4,4,0,0,142,68,0,0
map_width,map_width,8,sweep_map_width_8,35,switzerland-1,switzerland,0,109,conquered,0,2190,0,20,0.0,0,0,51,0,0,23,22,2585,3,4,0,1,120,68,0,0
map_width,map_width,8,sweep_map_width_8,35,hegemony-1,hegemony,0,45,collapsed,0,134,0,9,0.0,0,34,30,10,10,13,8,255,4,2,0,0,42,0,0,0
map_width,map_width,8,sweep_map_width_8,35,retaliation-1,retaliation,0,37,collapsed,0,141,0,10,0.0,0,30,34,9,9,14,7,240,3,2,0,1,18,0,0,0
map_width,map_width,8,sweep_map_width_8,35,random-1,random,1,109,,11090,11090,64,64,1.0,1,93,10,48,48,0,15,2969,4,2,0,2,14,0,0,0
map_width,map_width,8,sweep_map_width_8,36,peace-1,peace,0,50,conquered,0,210,0,13,0.0,0,0,28,0,0,17,16,261,3,3,0,2,30,0,0,0
map_width,map_width,8,sweep_map_width_8,36,switzerland-1,switzerland,1,300,,12100,12100,11,11,0.1719,0,0,0,0,0,0,10,0,3,4,0,0,422,262,0,0
map_width,map_width,8,sweep_map_width_8,36,hegemony-1,hegemony,0,130,collapsed,0,1831,0,32,0.0,0,125,81,49,49,51,5,5363,4,3,0,2,145,0,0,0
map_width,map_width,8,sweep_map_width_8,36,retaliation-1,retaliation,1,300,,58255,58255,53,53,0.8281,1,87,83,57,57,24,19,3806,4,5,0,2,349,262,0,0
map_width,map_width,8,sweep_map_width_8,36,random-1,random,0,23,collapsed,0,109,0,9,0.0,0,8,28,4,4,18,15,144,4,3,0,2,28,0,0,0
map_width,map_width,8,sweep_map_width_8,37,peace-1,peace,0,35,conquered,0,158,0,13,0.0,0,0,30,0,0,17,16,157,3,2,0,1,12,0,0,0
map_width,map_width,8,sweep_map_width_8,37,switzerland-1,switzerland,0,133,conquered,0,6913,0,13,0.0,0,0,41,0,0,13,12,6086,3,3,0,2,104,0,0,0
map_width,map_width,8,sweep_map_width_8,37,hegemony-1,hegemony,1,133,,22565,22565,64,64,1.0,1,95,38,56,56,7,14,6438,4,1,0,1,91,0,0,0
map_width,map_width,8,sweep_map_width_8,37,retaliation-1,retaliation,0,13,conquered,0,132,0,6,0.0,0,5,8,0,0,7,6,98,4,2,0,0,10,0,0,0
map_width,map_width,8,sweep_map_width_8,37,random-1,random,0,73,collapsed,0,451,0,21,0.0,0,57,40,12,12,24,15,1044,4,2,0,2,15,0,0,0
map_width,map_width,8,sweep_map_width_8,38,peace-1,peace,0,69,conquered,0,274,0,19,0.0,0,0,31,0,0,22,21,338,3,5,0,1,118,57,0,0
map_width,map_width,8,sweep_map_width_8,38,switzerland-1,switzerland,0,115,conquered,0,2074,0,15,0.0,0,0,54,0,0,23,22,2613,4,5,0,0,133,64,0,0
map_width,map_width,8,sweep_map_width_8,38,hegemony-1,hegemony,0,22,collapsed,0,120,0,5,0.0,0,18,15,4,4,8,4,152,2,1,0,0,6,0,0,0
map_width,map_width,8,sweep_map_width_8,38,retaliation-1,retaliation,0,86,collapsed,0,320,0,17,0.0,0,57,38,14,14,18,11,866,4,4,0,0,124,61,0,0
map_width,map_width,8,sweep_map_width_8,38,random-1,random,1,115,,9646,9646,64,64,1.0,1,105,42,59,59,6,10,2938,3,1,0,1,1,0,0,0
map_width,map_width,8,sweep_map_width_8,39,peace-1,peace,0,33,conquered,0,124,0,7,0.0,0,0,29,0,0,15,14,121,4,3,0,1,41,0,0,0
map_width,map_width,8,sweep_map_width_8,39,switzerland-1,switzerland,0,161,conquered,0,13310,0,17,0.0,0,0,37,0,0,17,16,9867,3,4,0,1,189,38,0,0
map_width,map_width,8,sweep_map_width_8,39,hegemony-1,hegemony,1,161,,35394,35394,64,64,1.0,1,106,48,62,62,11,12,9699,4,1,0,1,98,0,0,0
map_width,map_width,8,sweep_map_width_8,39,retaliation-1,retaliation,0,77,collapsed,0,316,0,18,0.0,0,67,49,25,25,31,8,821,4,4,0,1,91,38,0,0
map_width,map_width,8,sweep_map_width_8,39,random-1,random,0,39,conquered,0,139,0,12,0.0,0,26,36,7,7,20,12,272,3,2,0,2,7,0,0,0
map_width,map_width,8,sweep_map_width_8,40,peace-1,peace,0,225,conquered,0,20287,0,21,0.0,0,0,60,0,0,22,21,12615,3,2,0,1,194,0,0,0
map_width,map_width,8,sweep_map_width_8,40,switzerland-1,switzerland,0,179,conquered,0,6846,0,14,0.0,0,0,44,0,0,16,15,5350,3,3,0,2,158,0,0,0
map_width,map_width,8,sweep_map_width_8,40,hegemony-1,hegemony,1,225,,42601,42601,64,64,1.0,1,139,42,55,55,15,23,17055,4,2,0,2,304,0,0,0
map_width,map_width,8,sweep_map_width_8,40,retaliation-1,retaliation,0,26,collapsed,0,139,0,8,0.0,0,18,21,7,7,14,7,180,4,3,0,1,47,0,0,0
map_width,map_width,8,sweep_map_width_8,40,random-1,random,0,87,collapsed,0,567,0,26,0.0,0,74,64,23,23,18,12,1732,4,2,0,2,11,0,0,0
map_width,map_width,8,sweep_map_width_8,41,peace-1,peace,0,284,conquered,0,37660,0,41,0.0,0,0,133,0,0,46,16,33067,4,7,0,3,196,18,1,1
map_width,map_width,8,sweep_map_width_8,41,switzerland-1,switzerland,0,35,conquered,0,152,0,13,0.0,0,0,35,0,0,16,15,179,4,4,0,1,65,1,0,0
map_width,map_width,8,sweep_map_width_8,41,hegemony-1,hegemony,1,284,,48357,48357,64,64,1.0,1,194,33,74,74,16,5,37596,4,3,0,3,150,0,0,0
map_width,map_width,8,sweep_map_width_8,41,retaliation-1,retaliation,0,79,union,0,1499,0,31,0.0,0,55,48,32,32,16,12,915,4,7,0,2,118,19,1,0
map_width,map_width,8,sweep_map_width_8,41,random-1,random,0,50,collapsed,0,316,0,22,0.0,0,35,35,10,10,22,15,505,4,3,0,3,23,0,0,0
map_width,map_width,8,sweep_map_width_8,42,peace-1,peace,1,300,,16493,16493,15,15,0.2344,0,0,28,0,0,6,20,800,3,4,0,1,323,267,0,0
map_width,map_width,8,sweep_map_width_8,42,switzerland-1,switzerland,1,300,,53881,53881,49,49,0.7656,1,0,36,0,0,5,53,836,4,4,0,1,330,267,0,0
map_width,map_width,8,sweep_map_width_8,42,hegemony-1,hegemony,0,31,collapsed,0,123,0,8,0.0,0,28,14,9,9,7,3,198,4,2,0,0,36,0,0,0
map_width,map_width,8,sweep_map_width_8,42,retaliation-1,retaliation,0,14,conquered,0,109,0,4,0.0,0,10,12,3,3,7,3,126,2,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,42,random-1,random,0,95,collapsed,0,854,0,39,0.0,0,68,16,15,15,2,25,2672,3,2,0,2,25,0,0,0
map_width,map_width,8,sweep_map_width_8,43,peace-1,peace,0,34,conquered,0,137,0,15,0.0,0,0,37,0,0,17,16,164,4,3,0,1,37,0,0,0
map_width,map_width,8,sweep_map_width_8,43,switzerland-1,switzerland,0,167,conquered,0,12506,0,22,0.0,0,0,53,0,0,23,22,11103,4,5,0,2,217,33,0,0
map_width,map_width,8,sweep_map_width_8,43,hegemony-1,hegemony,1,167,,36617,36617,64,64,1.0,1,116,28,62,62,6,7,10879,4,1,0,1,119,0,0,0
map_width,map_width,8,sweep_map_width_8,43,retaliation-1,retaliation,0,74,collapsed,0,247,0,17,0.0,0,64,53,21,21,27,8,684,4,4,0,1,76,33,0,0
map_width,map_width,8,sweep_map_width_8,43,random-1,random,0,49,conquered,0,188,0,15,0.0,0,39,48,14,14,24,9,409,4,3,0,3,21,0,0,0
map_width,map_width,8,sweep_map_width_8,44,peace-1,peace,0,49,conquered,0,213,0,18,0.0,0,0,34,0,0,21,20,255,3,2,0,0,80,0,0,0
map_width,map_width,8,sweep_map_width_8,44,switzerland-1,switzerland,1,300,,17599,17599,16,16,0.25,0,0,0,0,0,0,15,0,3,4,0,0,436,260,0,0
map_width,map_width,8,sweep_map_width_8,44,hegemony-1,hegemony,0,136,collapsed,0,2583,0,32,0.0,0,108,67,33,33,36,7,8243,4,2,0,1,159,0,0,0
map_width,map_width,8,sweep_map_width_8,44,retaliation-1,retaliation,1,300,,52764,52764,48,48,0.75,1,73,71,41,41,8,14,5488,4,5,0,2,385,260,0,0
map_width,map_width,8,sweep_map_width_8,44,random-1,random,0,17,conquered,0,126,0,7,0.0,0,8,17,1,1,10,8,124,2,1,0,1,4,0,0,0
map_width,map_width,8,sweep_map_width_8,45,peace-1,peace,0,190,conquered,0,18577,0,20,0.0,0,0,54,0,0,20,19,13313,4,5,0,2,289,107,0,0
map_width,map_width,8,sweep_map_width_8,45,switzerland-1,switzerland,0,142,conquered,0,8132,0,15,0.0,0,0,39,0,0,19,18,5553,4,5,0,2,212,107,0,0
map_width,map_width,8,sweep_map_width_8,45,hegemony-1,hegemony,1,190,,42319,42319,64,64,1.0,1,113,30,62,62,10,11,17503,4,2,0,2,199,0,0,0
map_width,map_width,8,sweep_map_width_8,45,retaliation-1,retaliation,0,22,conquered,0,132,0,8,0.0,0,16,22,5,5,12,6,166,4,2,0,0,25,0,0,0
map_width,map_width,8,sweep_map_width_8,45,random-1,random,0,55,collapsed,0,200,0,15,0.0,0,47,31,13,13,19,7,447,4,2,0,2,5,0,0,0
map_width,map_width,8,sweep_map_width_8,46,peace-1,peace,0,50,union,0,123,0,14,0.0,0,0,44,0,0,21,23,170,3,4,0,1,41,11,6,0
map_width,map_width,8,sweep_map_width_8,46,switzerland-1,switzerland,0,152,conquered,0,10593,0,18,0.0,0,0,48,0,0,19,18,8853,3,4,0,2,141,52,0,0
map_width,map_width,8,sweep_map_width_8,46,hegemony-1,hegemony,1,152,,31937,31937,64,64,1.0,1,120,37,64,64,7,6,8901,4,3,0,3,57,0,0,0
map_width,map_width,8,sweep_map_width_8,46,retaliation-1,retaliation,0,87,collapsed,0,680,0,18,0.0,0,60,44,18,18,25,5,1370,4,6,0,1,127,63,6,1
map_width,map_width,8,sweep_map_width_8,46,random-1,random,0,32,collapsed,0,146,0,10,0.0,0,21,28,4,4,14,11,219,4,1,0,1,10,0,0,0
map_width,map_width,8,sweep_map_width_8,47,peace-1,peace,0,55,union,0,1283,0,14,0.0,0,0,0,0,0,0,13,0,3,5,0,0,93,16,6,0
map_width,map_width,8,sweep_map_width_8,47,switzerland-1,switzerland,0,105,conquered,0,3371,0,12,0.0,0,0,26,0,0,13,12,2916,3,5,0,3,118,64,0,0
map_width,map_width,8,sweep_map_width_8,47,hegemony-1,hegemony,0,194,collapsed,0,19375,0,31,0.0,0,97,63,35,35,42,7,28390,4,4,0,3,190,0,0,0
map_width,map_width,8,sweep_map_width_8,47,retaliation-1,retaliation,1,194,,42734,42734,63,63,0.9844,1,54,54,40,40,10,18,17348,4,7,0,1,263,80,6,1
map_width,map_width,8,sweep_map_width_8,47,random-1,random,0,23,collapsed,0,115,0,7,0.0,0,11,19,3,3,13,11,141,4,3,0,1,8,0,0,0
map_width,map_width,8,sweep_map_width_8,48,peace-1,peace,0,42,conquered,0,198,0,13,0.0,0,0,30,0,0,13,12,243,4,5,0,2,68,2,0,0
map_width,map_width,8,sweep_map_width_8,48,switzerland-1,switzerland,0,109,conquered,0,2074,0,26,0.0,0,0,67,0,0,26,25,2851,3,4,0,1,158,76,0,0
map_width,map_width,8,sweep_map_width_8,48,hegemony-1,hegemony,1,164,,31716,31716,63,63,0.9844,1,146,44,66,66,8,4,13581,4,3,0,3,90,0,0,0
map_width,map_width,8,sweep_map_width_8,48,retaliation-1,retaliation,0,164,collapsed,0,11038,0,14,0.0,0,41,41,8,8,20,12,12801,3,5,0,1,199,78,0,0
map_width,map_width,8,sweep_map_width_8,48,random-1,random,0,15,collapsed,0,115,0,6,0.0,0,7,12,0,0,7,8,111,2,1,0,1,3,0,0,0
map_width,map_width,8,sweep_map_width_8,49,peace-1,peace,0,134,conquered,0,3702,0,17,0.0,0,0,60,0,0,24,23,4956,4,4,0,0,198,88,0,0
map_width,map_width,8,sweep_map_width_8,49,switzerland-1,switzerland,0,126,conquered,0,823,0,15,0.0,0,0,46,0,0,18,17,1170,4,4,0,1,144,88,0,0
map_width,map_width,8,sweep_map_width_8,49,hegemony-1,hegemony,0,83,collapsed,0,235,0,14,0.0,0,60,31,18,18,19,7,783,4,3,0,2,90,0,0,0
map_width,map_width,8,sweep_map_width_8,49,retaliation-1,retaliation,0,15,conquered,0,115,0,5,0.0,0,11,12,3,3,8,4,127,3,2,0,0,19,0,0,0
map_width,map_width,8,sweep_map_width_8,49,random-1,random,1,134,,13261,13261,64,64,1.0,1,117,39,58,58,10,15,6136,3,1,0,1,1,0,0,0
map_width,map_width,8,sweep_map_width_8,50,peace-1,peace,0,39,conquered,0,120,0,13,0.0,0,0,36,0,0,19,18,158,2,1,0,0,28,0,0,0
map_width,map_width,8,sweep_map_width_8,50,switzerland-1,switzerland,1,300,,18699,18699,17,17,0.2656,0,0,5,0,0,0,16,17,4,5,0,1,413,256,0,0
map_width,map_width,8,sweep_map_width_8,50,hegemony-1,hegemony,0,111,collapsed,0,882,0,24,0.0,0,107,69,34,34,35,4,2618,3,2,0,1,96,0,0,0
map_width,map_width,8,sweep_map_width_8,50,retaliation-1,retaliation,1,300,,51669,51669,47,47,0.7344,1,83,79,47,47,17,16,1929,3,4,0,2,298,256,0,0
map_width,map_width,8,sweep_map_width_8,50,random-1,random,0,22,conquered,0,146,0,9,0.0,0,13,14,2,2,12,9,153,2,2,0,2,13,0,0,0
map_width,map_width,8,sweep_map_width_8,51,peace-1,peace,0,120,conquered,0,2326,0,20,0.0,0,0,50,0,0,20,19,3142,2,3,0,1,128,85,0,0
map_width,map_width,8,sweep_map_width_8,51,switzerland-1,switzerland,0,121,conquered,0,2053,0,19,0.0,0,0,51,0,0,24,23,2452,4,4,0,0,193,85,0,0
map_width,map_width,8,sweep_map_width_8,51,hegemony-1,hegemony,0,72,collapsed,0,109,0,5,0.0,0,21,23,5,5,9,5,183,3,2,0,1,85,0,0,0
map_width,map_width,8,sweep_map_width_8,51,retaliation-1,retaliation,0,23,collapsed,0,109,0,4,0.0,0,21,21,6,6,7,2,150,3,1,0,0,18,0,0,0
map_width,map_width,8,sweep_map_width_8,51,random-1,random,1,121,,12879,12879,64,64,1.0,1,106,3,49,49,0,14,4500,4,2,0,2,38,0,0,0
map_width,map_width,8,sweep_map_width_8,52,peace-1,peace,0,106,conquered,0,784,0,21,0.0,0,0,41,0,0,22,21,1229,2,2,0,0,94,65,0,0
map_width,map_width,8,sweep_map_width_8,52,switzerland-1,switzerland,0,108,conquered,0,1593,0,19,0.0,0,0,45,0,0,21,20,2049,3,3,0,0,121,65,0,0
map_width,map_width,8,sweep_map_width_8,52,hegemony-1,hegemony,0,14,conquered,0,115,0,5,0.0,0,10,13,3,3,7,3,129,2,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,52,retaliation-1,retaliation,0,36,collapsed,0,115,0,12,0.0,0,24,16,6,6,9,8,217,3,2,0,1,35,0,0,0
map_width,map_width,8,sweep_map_width_8,52,random-1,random,1,108,,10926,10926,64,64,1.0,1,94,13,50,50,0,13,2655,4,1,0,1,8,0,0,0
map_width,map_width,8,sweep_map_width_8,53,peace-1,peace,0,48,conquered,0,163,0,13,0.0,0,0,32,0,0,20,19,221,4,5,0,1,83,22,0,0
map_width,map_width,8,sweep_map_width_8,53,switzerland-1,switzerland,0,67,conquered,0,689,0,13,0.0,0,0,32,0,0,15,14,650,4,5,0,1,81,17,0,0
map_width,map_width,8,sweep_map_width_8,53,hegemony-1,hegemony,1,156,,28065,28065,62,62,0.9688,1,130,73,67,67,15,9,11174,4,1,0,1,53,0,0,0
map_width,map_width,8,sweep_map_width_8,53,retaliation-1,retaliation,0,156,collapsed,0,5858,0,22,0.0,0,88,75,27,27,35,9,13081,4,5,0,1,133,21,0,0
map_width,map_width,8,sweep_map_width_8,53,random-1,random,0,27,collapsed,0,139,0,8,0.0,0,18,24,8,8,17,9,196,4,2,0,2,8,0,0,0
map_width,map_width,8,sweep_map_width_8,54,peace-1,peace,0,207,conquered,0,27167,0,31,0.0,0,0,66,0,0,32,31,19288,3,4,0,2,244,76,0,0
map_width,map_width,8,sweep_map_width_8,54,switzerland-1,switzerland,0,115,conquered,0,2931,0,8,0.0,0,0,34,0,0,9,8,2759,3,3,0,1,171,76,0,0
map_width,map_width,8,sweep_map_width_8,54,hegemony-1,hegemony,1,207,,46317,46317,64,64,1.0,1,106,12,52,52,3,14,19283,4,2,0,2,195,0,0,0
map_width,map_width,8,sweep_map_width_8,54,retaliation-1,retaliation,0,11,collapsed,0,109,0,4,0.0,0,8,9,1,1,4,3,113,2,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,54,random-1,random,0,32,collapsed,0,151,0,11,0.0,0,21,14,4,4,9,10,281,4,1,0,1,10,0,0,0
map_width,map_width,8,sweep_map_width_8,55,peace-1,peace,1,300,,20856,20856,19,19,0.2969,0,0,30,0,0,11,29,915,2,3,0,1,296,262,0,0
map_width,map_width,8,sweep_map_width_8,55,switzerland-1,switzerland,1,300,,49455,49455,45,45,0.7031,1,0,57,0,0,7,51,2830,4,5,0,1,359,294,0,0
map_width,map_width,8,sweep_map_width_8,55,hegemony-1,hegemony,0,49,collapsed,0,157,0,10,0.0,0,40,41,13,13,21,9,280,3,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,55,retaliation-1,retaliation,0,70,collapsed,0,144,0,16,0.0,0,58,57,21,21,23,12,503,3,2,0,0,61,32,0,0
map_width,map_width,8,sweep_map_width_8,55,random-1,random,0,126,collapsed,0,2090,0,43,0.0,0,111,24,31,31,3,14,6566,4,2,0,2,12,0,0,0
map_width,map_width,8,sweep_map_width_8,56,peace-1,peace,0,57,conquered,0,185,0,6,0.0,0,0,8,0,0,6,5,195,2,2,0,1,32,0,0,0
map_width,map_width,8,sweep_map_width_8,56,switzerland-1,switzerland,0,121,conquered,0,1811,0,30,0.0,0,0,92,0,0,40,39,2879,2,2,0,1,32,0,0,0
map_width,map_width,8,sweep_map_width_8,56,hegemony-1,hegemony,0,45,collapsed,0,120,0,17,0.0,0,29,28,9,9,10,15,249,3,1,0,0,27,0,0,0
map_width,map_width,8,sweep_map_width_8,56,retaliation-1,retaliation,0,28,collapsed,0,120,0,5,0.0,0,24,22,7,7,11,4,171,3,2,0,1,38,0,0,0
map_width,map_width,8,sweep_map_width_8,56,random-1,random,1,121,,18772,18772,64,64,1.0,1,106,9,51,51,0,12,2618,4,3,0,3,27,0,0,0
map_width,map_width,8,sweep_map_width_8,57,peace-1,peace,0,30,conquered,0,115,0,7,0.0,0,0,21,0,0,12,11,108,4,3,0,0,48,0,0,0
map_width,map_width,8,sweep_map_width_8,57,switzerland-1,switzerland,0,24,conquered,0,115,0,5,0.0,0,0,13,0,0,11,10,75,4,3,0,1,29,0,0,0
map_width,map_width,8,sweep_map_width_8,57,hegemony-1,hegemony,0,62,collapsed,0,109,0,16,0.0,0,51,35,19,19,22,11,315,4,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,57,retaliation-1,retaliation,0,70,collapsed,0,198,0,19,0.0,0,61,58,25,25,23,9,606,4,3,0,1,41,0,0,0
map_width,map_width,8,sweep_map_width_8,57,random-1,random,1,70,,1651,1651,44,44,0.6875,1,50,35,34,34,10,19,378,4,3,0,2,26,0,0,0
map_width,map_width,8,sweep_map_width_8,58,peace-1,peace,0,54,conquered,0,163,0,17,0.0,0,0,47,0,0,22,21,254,3,6,0,1,90,31,3,0
map_width,map_width,8,sweep_map_width_8,58,switzerland-1,switzerland,0,160,conquered,0,10885,0,13,0.0,0,0,40,0,0,14,13,7823,4,6,0,2,256,93,0,0
map_width,map_width,8,sweep_map_width_8,58,hegemony-1,hegemony,1,160,,30278,30278,64,64,1.0,1,134,56,69,69,14,8,9771,3,3,0,3,117,0,0,0
map_width,map_width,8,sweep_map_width_8,58,retaliation-1,retaliation,0,111,collapsed,0,1334,0,23,0.0,0,76,69,28,28,38,10,2877,4,7,0,2,164,92,3,0
map_width,map_width,8,sweep_map_width_8,58,random-1,random,0,31,collapsed,0,115,0,9,0.0,0,22,20,5,5,14,9,205,2,2,0,2,3,0,0,0
map_width,map_width,8,sweep_map_width_8,59,peace-1,peace,0,126,conquered,0,1163,0,16,0.0,0,0,50,0,0,22,21,1867,4,5,0,1,169,108,0,0
map_width,map_width,8,sweep_map_width_8,59,switzerland-1,switzerland,0,139,conquered,0,4908,0,17,0.0,0,0,61,0,0,20,19,5948,4,5,0,1,158,94,0,0
map_width,map_width,8,sweep_map_width_8,59,hegemony-1,hegemony,0,37,collapsed,0,156,0,11,0.0,0,29,19,7,7,15,8,226,3,1,0,0,11,0,0,0
map_width,map_width,8,sweep_map_width_8,59,retaliation-1,retaliation,0,56,collapsed,0,153,0,15,0.0,0,46,45,16,16,18,9,430,4,3,0,0,60,14,0,0
map_width,map_width,8,sweep_map_width_8,59,random-1,random,1,139,,14832,14832,64,64,1.0,1,127,27,53,53,1,11,7778,3,2,0,2,10,0,0,0
map_width,map_width,8,sweep_map_width_8,60,peace-1,peace,0,47,union,0,292,0,11,0.0,0,0,13,0,0,7,11,144,3,4,0,1,47,12,6,0
map_width,map_width,8,sweep_map_width_8,60,switzerland-1,switzerland,0,27,conquered,0,109,0,9,0.0,0,0,26,0,0,15,14,105,3,1,0,0,3,0,0,0
map_width,map_width,8,sweep_map_width_8,60,hegemony-1,hegemony,0,88,collapsed,0,552,0,22,0.0,0,81,50,30,30,35,6,1427,4,1,0,1,35,0,0,0
map_width,map_width,8,sweep_map_width_8,60,retaliation-1,retaliation,1,88,,5360,5360,61,61,0.9531,1,66,53,43,43,9,21,990,4,5,0,1,80,12,6,1
map_width,map_width,8,sweep_map_width_8,60,random-1,random,0,48,collapsed,0,286,0,17,0.0,0,39,44,16,16,23,9,543,4,1,0,1,5,0,0,0
map_width,map_width,8,sweep_map_width_8,61,peace-1,peace,0,166,conquered,0,13913,0,25,0.0,0,0,68,0,0,26,10,12195,4,7,0,2,171,44,2,1
map_width,map_width,8,sweep_map_width_8,61,switzerland-1,switzerland,0,53,conquered,0,278,0,17,0.0,0,0,38,0,0,20,19,339,4,5,0,1,93,14,0,0
map_width,map_width,8,sweep_map_width_8,61,hegemony-1,hegemony,1,166,,36643,36643,64,64,1.0,1,135,23,64,64,6,5,11947,4,3,0,3,114,0,0,0
map_width,map_width,8,sweep_map_width_8,61,retaliation-1,retaliation,0,76,union,0,1383,0,21,0.0,0,26,23,9,9,12,17,914,4,6,0,2,144,30,2,0
map_width,map_width,8,sweep_map_width_8,61,random-1,random,0,15,collapsed,0,120,0,7,0.0,0,6,15,0,0,9,9,112,4,3,0,2,22,0,0,0
map_width,map_width,8,sweep_map_width_8,62,peace-1,peace,0,44,union,0,631,0,13,0.0,0,0,3,0,0,2,14,19,3,6,0,1,75,13,2,0
map_width,map_width,8,sweep_map_width_8,62,switzerland-1,switzerland,0,66,conquered,0,377,0,17,0.0,0,0,43,0,0,19,18,480,4,5,0,2,103,25,0,0
map_width,map_width,8,sweep_map_width_8,62,hegemony-1,hegemony,0,217,collapsed,0,18682,0,35,0.0,0,142,87,39,39,41,6,35626,3,2,0,2,148,0,0,0
map_width,map_width,8,sweep_map_width_8,62,retaliation-1,retaliation,1,217,,41327,41327,59,59,0.9219,1,90,83,48,48,13,10,25750,4,5,0,1,218,32,2,1
map_width,map_width,8,sweep_map_width_8,62,random-1,random,0,25,collapsed,0,130,0,10,0.0,0,13,29,5,5,17,12,174,4,2,0,2,8,0,0,0
map_width,map_width,8,sweep_map_width_8,63,peace-1,peace,1,300,,38494,38494,35,35,0.5469,1,0,17,0,0,3,37,245,3,3,0,0,303,262,0,0
map_width,map_width,8,sweep_map_width_8,63,switzerland-1,switzerland,1,300,,31891,31891,29,29,0.4531,0,0,44,0,0,6,34,582,4,3,0,0,302,262,0,0
map_width,map_width,8,sweep_map_width_8,63,hegemony-1,hegemony,0,22,collapsed,0,109,0,5,0.0,0,18,11,4,4,5,4,144,3,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,63,retaliation-1,retaliation,0,19,collapsed,0,109,0,6,0.0,0,15,20,4,4,7,4,155,4,2,0,0,23,0,0,0
map_width,map_width,8,sweep_map_width_8,63,random-1,random,0,82,collapsed,0,462,0,27,0.0,0,69,10,13,13,0,13,1436,4,0,0,0,0,0,0,0
map_width,map_width,8,sweep_map_width_8,64,peace-1,peace,1,300,,31848,31848,29,29,0.4531,0,0,66,0,0,16,44,1485,4,5,0,1,323,257,0,0
map_width,map_width,8,sweep_map_width_8,64,switzerland-1,switzerland,1,300,,38490,38490,35,35,0.5469,1,0,19,0,0,1,35,1415,3,4,0,1,316,257,0,0
map_width,map_width,8,sweep_map_width_8,64,hegemony-1,hegemony,0,40,collapsed,0,128,0,12,0.0,0,30,18,7,7,11,9,220,4,2,0,0,44,0,0,0
map_width,map_width,8,sweep_map_width_8,64,retaliation-1,retaliation,0,20,collapsed,0,115,0,6,0.0,0,14,19,5,5,11,6,154,3,1,0,0,14,0,0,0
map_width,map_width,8,sweep_map_width_8,64,random-1,random,0,114,collapsed,0,1288,0,40,0.0,0,102,24,29,29,2,12,4622,4,2,0,2,9,0,0,0
map_width,map_width,8,sweep_map_width_8,65,peace-1,peace,0,149,conquered,0,11025,0,16,0.0,0,0,34,0,0,16,15,8358,3,4,0,2,140,2,0,0
